transaction_id,transaction_ts,sales_date,branch_id,customer_id,payment_method,basket_amount
T0001122,2025-01-20 20:28:02,2025-01-20,B05,C0055,cash,20600
T0001123,2025-01-20 11:17:50,2025-01-20,B04,C0039,cash,28100
T0001124,2025-01-20 13:27:05,2025-01-20,B02,,wallet,13900
T0001125,2025-01-20 21:22:37,2025-01-20,B04,,card,6000
T0001126,2025-01-20 20:40:15,2025-01-20,B04,C0071,wallet,6700
T0001127,2025-01-20 11:14:38,2025-01-20,B03,C0097,card,20300
T0001128,2025-01-20 18:45:49,2025-01-20,B02,,cash,20900
T0001129,2025-01-20 17:13:47,2025-01-20,B01,C0032,cash,2700
T0001130,2025-01-20 16:35:36,2025-01-20,B06,C0101,wallet,22500
T0001131,2025-01-20 18:36:39,2025-01-20,B04,C0057,card,1300
T0001132,2025-01-20 08:42:15,2025-01-20,B01,C0006,cash,1500
T0001133,2025-01-21 20:28:41,2025-01-21,B04,C0065,cash,2700
T0001134,2025-01-21 09:39:48,2025-01-21,B03,C0099,card,10400
T0001135,2025-01-21 20:15:24,2025-01-21,B06,,cash,24100
T0001136,2025-01-21 09:20:39,2025-01-21,B03,C0083,cash,12200
T0001137,2025-01-21 15:31:40,2025-01-21,B01,,card,18100
T0001138,2025-01-21 07:18:21,2025-01-21,B06,,cash,16300
T0001139,2025-01-21 17:52:43,2025-01-21,B04,C0107,cash,21600
T0001140,2025-01-21 09:33:31,2025-01-21,B02,C0043,cash,20800
T0001141,2025-01-21 11:41:32,2025-01-21,B05,C0022,card,14600
T0001142,2025-01-21 20:25:46,2025-01-21,B05,C0104,card,3000
T0001143,2025-01-21 15:38:08,2025-01-21,B02,C0105,card,11300
T0001144,2025-01-21 15:59:34,2025-01-21,B02,C0016,wallet,14100
T0001145,2025-01-21 08:56:28,2025-01-21,B05,C0050,cash,6400
T0001146,2025-01-21 12:30:02,2025-01-21,B02,C0119,card,11400
T0001147,2025-01-21 09:46:32,2025-01-21,B06,C0014,cash,8500
T0001148,2025-01-21 21:02:42,2025-01-21,B03,,card,6900
T0001149,2025-01-21 19:15:17,2025-01-21,B03,C0108,cash,19800
T0001150,2025-01-21 13:54:10,2025-01-21,B03,C0047,cash,9500
T0001151,2025-01-21 16:16:22,2025-01-21,B06,C0036,cash,6900
T0001152,2025-01-21 16:32:07,2025-01-21,B02,C0063,cash,18100
T0001153,2025-01-21 13:11:04,2025-01-21,B02,C0080,card,11000
T0001154,2025-01-21 09:56:06,2025-01-21,B01,C0076,cash,45500
T0001155,2025-01-21 21:37:27,2025-01-21,B05,C0079,cash,16400
T0001156,2025-01-21 13:44:11,2025-01-21,B04,C0063,wallet,12700
T0001157,2025-01-21 13:43:37,2025-01-21,B05,,wallet,37700
T0001158,2025-01-21 22:43:13,2025-01-21,B05,C0077,card,3300
T0001159,2025-01-21 15:13:53,2025-01-21,B06,C0117,cash,15100
T0001160,2025-01-21 19:52:58,2025-01-21,B03,,card,16100
T0001161,2025-01-21 07:53:48,2025-01-21,B03,C0075,card,8100
T0001162,2025-01-21 18:20:49,2025-01-21,B06,C0078,cash,15900
T0001163,2025-01-21 14:07:04,2025-01-21,B03,,card,19900
T0001164,2025-01-21 11:20:16,2025-01-21,B01,C0006,cash,16400
T0001165,2025-01-21 08:25:32,2025-01-21,B05,C0036,cash,9200
T0001166,2025-01-21 14:31:41,2025-01-21,B06,C0080,cash,19300
T0001167,2025-01-21 14:15:19,2025-01-21,B02,C0093,card,1500
T0001168,2025-01-21 08:32:01,2025-01-21,B04,C0107,card,7700
T0001169,2025-01-21 08:16:41,2025-01-21,B05,C0115,wallet,13300
T0001170,2025-01-21 09:53:44,2025-01-21,B04,C0082,wallet,16800
T0001171,2025-01-21 14:53:48,2025-01-21,B02,C0065,wallet,9400
T0001172,2025-01-21 08:31:16,2025-01-21,B01,,wallet,19700
T0001173,2025-01-21 08:31:29,2025-01-21,B05,C0071,cash,10600
T0001174,2025-01-21 20:55:28,2025-01-21,B06,C0110,card,4200
T0001175,2025-01-21 09:52:31,2025-01-21,B05,C0107,wallet,23900
T0001176,2025-01-21 21:48:30,2025-01-21,B05,C0075,card,19400
T0001177,2025-01-21 16:48:11,2025-01-21,B01,C0073,cash,5000
T0001178,2025-01-21 16:39:16,2025-01-21,B04,C0002,card,20500
T0001179,2025-01-21 13:59:54,2025-01-21,B01,C0014,cash,3700
T0001180,2025-01-21 11:04:07,2025-01-21,B06,C0003,cash,13500
T0001181,2025-01-21 21:23:36,2025-01-21,B03,C0058,card,1900
T0001182,2025-01-21 19:17:20,2025-01-21,B02,C0020,card,11100
T0001183,2025-01-21 14:37:37,2025-01-21,B04,C0051,card,2600
T0001184,2025-01-21 21:03:18,2025-01-21,B04,C0001,card,1600
T0001185,2025-01-21 09:11:09,2025-01-21,B03,C0041,card,20300
T0001186,2025-01-21 14:45:41,2025-01-21,B02,C0079,card,2800
T0001187,2025-01-21 17:18:51,2025-01-21,B03,C0090,cash,9600
T0001188,2025-01-21 08:04:10,2025-01-21,B01,C0096,wallet,7000
T0001189,2025-01-21 21:41:26,2025-01-21,B04,C0013,wallet,17500
T0001190,2025-01-21 21:46:24,2025-01-21,B04,C0113,cash,18000
T0001191,2025-01-21 22:24:43,2025-01-21,B01,C0051,card,2400
T0001192,2025-01-21 21:12:09,2025-01-21,B06,C0017,card,23300
T0001193,2025-01-21 16:19:36,2025-01-21,B04,,cash,14000
T0001194,2025-01-21 14:06:48,2025-01-21,B03,,card,2600
T0001195,2025-01-22 12:31:23,2025-01-22,B02,C0100,card,11700
T0001196,2025-01-22 11:33:50,2025-01-22,B05,C0005,card,4900
T0001197,2025-01-22 19:54:02,2025-01-22,B01,,wallet,2700
T0001198,2025-01-22 22:13:51,2025-01-22,B02,C0015,wallet,6200
T0001199,2025-01-22 18:37:47,2025-01-22,B03,C0062,cash,17200
T0001200,2025-01-22 08:27:11,2025-01-22,B06,C0024,card,11200
T0001201,2025-01-22 21:37:00,2025-01-22,B03,C0044,cash,6400
T0001202,2025-01-22 10:01:08,2025-01-22,B03,C0093,cash,13000
T0001203,2025-01-22 13:34:02,2025-01-22,B04,C0109,card,5400
T0001204,2025-01-22 22:52:31,2025-01-22,B06,,card,28300
T0001205,2025-01-22 20:22:54,2025-01-22,B03,C0060,card,30200
T0001206,2025-01-22 15:32:03,2025-01-22,B01,C0083,wallet,16900
T0001207,2025-01-22 14:12:14,2025-01-22,B02,C0006,cash,13500
T0001208,2025-01-22 17:05:27,2025-01-22,B06,,card,2700
T0001209,2025-01-22 11:19:08,2025-01-22,B06,C0088,card,14100
T0001210,2025-01-22 22:42:19,2025-01-22,B01,C0112,wallet,6700
T0001211,2025-01-22 19:39:11,2025-01-22,B04,C0115,wallet,4000
T0001212,2025-01-22 16:15:58,2025-01-22,B05,,wallet,37500
T0001213,2025-01-22 14:59:43,2025-01-22,B06,,cash,21400
T0001214,2025-01-22 15:33:35,2025-01-22,B03,C0086,wallet,7100
T0001215,2025-01-22 10:25:12,2025-01-22,B04,C0107,cash,21200
T0001216,2025-01-22 21:49:37,2025-01-22,B01,C0005,cash,10200
T0001217,2025-01-22 15:50:21,2025-01-22,B05,,wallet,8700
T0001218,2025-01-22 21:39:14,2025-01-22,B04,C0115,card,19000
T0001219,2025-01-22 15:46:15,2025-01-22,B06,C0012,card,9600
T0001220,2025-01-22 09:45:03,2025-01-22,B02,C0041,card,8000
T0001221,2025-01-22 07:47:38,2025-01-22,B01,,cash,6400
T0001222,2025-01-22 09:08:26,2025-01-22,B01,C0050,cash,19000
T0001223,2025-01-22 20:34:11,2025-01-22,B02,C0075,wallet,8400
T0001224,2025-01-22 20:22:38,2025-01-22,B06,C0067,wallet,9300
T0001225,2025-01-22 15:49:04,2025-01-22,B02,C0069,cash,10400
T0001226,2025-01-22 10:37:12,2025-01-22,B03,,card,10000
T0001227,2025-01-22 11:10:40,2025-01-22,B05,C0048,card,8100
T0001228,2025-01-22 08:04:13,2025-01-22,B01,,cash,6800
T0001229,2025-01-22 22:15:18,2025-01-22,B05,C0108,wallet,12700
T0001230,2025-01-22 07:21:22,2025-01-22,B05,C0070,wallet,3000
T0001231,2025-01-22 15:42:00,2025-01-22,B02,C0079,cash,21700
T0001232,2025-01-22 22:10:31,2025-01-22,B05,,cash,5700
T0001233,2025-01-22 14:34:54,2025-01-22,B03,C0050,card,16400
T0001234,2025-01-22 22:09:38,2025-01-22,B03,,cash,23900
T0001235,2025-01-22 21:27:04,2025-01-22,B01,C0086,wallet,8500
T0001236,2025-01-22 10:46:10,2025-01-22,B03,C0058,wallet,11700
T0001237,2025-01-22 15:06:58,2025-01-22,B04,C0089,wallet,15600
T0001238,2025-01-22 07:00:29,2025-01-22,B03,C0064,card,16700
T0001239,2025-01-22 09:25:52,2025-01-22,B01,C0061,wallet,16000
T0001240,2025-01-22 12:17:34,2025-01-22,B02,,wallet,18500
T0001241,2025-01-22 22:05:33,2025-01-22,B03,C0015,cash,8200
T0001242,2025-01-22 20:33:14,2025-01-22,B06,,wallet,6000
T0001243,2025-01-22 14:28:45,2025-01-22,B03,C0042,card,17000
T0001244,2025-01-22 16:41:21,2025-01-22,B02,C0066,wallet,36400
T0001245,2025-01-22 18:19:11,2025-01-22,B02,C0064,card,1900
T0001246,2025-01-22 07:08:21,2025-01-22,B06,C0028,cash,23100
T0001247,2025-01-22 15:19:33,2025-01-22,B05,C0004,wallet,18100
T0001248,2025-01-22 08:42:47,2025-01-22,B05,,cash,9300
T0001249,2025-01-22 19:13:41,2025-01-22,B04,,cash,16800
T0001250,2025-01-22 09:34:19,2025-01-22,B02,C0070,cash,17100
T0001251,2025-01-23 19:39:32,2025-01-23,B02,C0028,cash,11700
T0001252,2025-01-23 16:49:12,2025-01-23,B03,C0019,card,17700
T0001253,2025-01-23 20:57:34,2025-01-23,B02,C0072,card,3700
T0001254,2025-01-23 12:41:51,2025-01-23,B03,C0025,card,33700
T0001255,2025-01-23 11:56:35,2025-01-23,B05,C0024,cash,5800
T0001256,2025-01-23 22:09:32,2025-01-23,B02,C0055,cash,11200
T0001257,2025-01-23 12:02:52,2025-01-23,B04,C0084,card,38000
T0001258,2025-01-23 14:44:18,2025-01-23,B04,C0001,wallet,11400
T0001259,2025-01-23 15:58:25,2025-01-23,B01,,wallet,4800
T0001260,2025-01-23 22:35:46,2025-01-23,B05,C0053,card,24200
T0001261,2025-01-23 17:18:04,2025-01-23,B03,C0096,wallet,7800
T0001262,2025-01-23 19:23:49,2025-01-23,B06,C0005,card,8400
T0001263,2025-01-23 15:53:50,2025-01-23,B01,,card,21100
T0001264,2025-01-23 09:44:02,2025-01-23,B06,C0013,card,9100
T0001265,2025-01-23 19:50:18,2025-01-23,B05,C0024,wallet,7000
T0001266,2025-01-23 09:50:58,2025-01-23,B01,C0069,card,9600
T0001267,2025-01-23 11:43:08,2025-01-23,B03,C0120,cash,7400
T0001268,2025-01-23 07:14:51,2025-01-23,B02,C0020,wallet,9800
T0001269,2025-01-23 14:44:05,2025-01-23,B05,C0037,wallet,19500
T0001270,2025-01-23 07:30:47,2025-01-23,B06,C0010,wallet,11400
T0001271,2025-01-23 09:44:23,2025-01-23,B03,C0073,cash,4100
T0001272,2025-01-23 19:44:20,2025-01-23,B01,C0003,cash,10300
T0001273,2025-01-23 11:15:22,2025-01-23,B01,C0028,wallet,4400
T0001274,2025-01-23 16:13:29,2025-01-23,B01,C0084,cash,8600
T0001275,2025-01-23 08:45:14,2025-01-23,B03,C0101,card,39000
T0001276,2025-01-23 21:13:49,2025-01-23,B04,C0072,wallet,18000
T0001277,2025-01-23 08:41:43,2025-01-23,B03,,wallet,10700
T0001278,2025-01-23 07:24:03,2025-01-23,B05,C0056,cash,7300
T0001279,2025-01-23 08:11:17,2025-01-23,B04,C0047,cash,22800
T0001280,2025-01-23 17:07:33,2025-01-23,B04,C0008,card,11200
T0001281,2025-01-23 16:34:40,2025-01-23,B04,C0027,wallet,17800
T0001282,2025-01-23 09:41:05,2025-01-23,B04,,wallet,16700
T0001283,2025-01-23 19:18:57,2025-01-23,B03,C0060,card,4800
T0001284,2025-01-23 15:18:57,2025-01-23,B02,C0009,cash,10500
T0001285,2025-01-23 09:30:31,2025-01-23,B02,C0021,card,7800
T0001286,2025-01-23 18:54:10,2025-01-23,B01,,cash,17200
T0001287,2025-01-23 21:11:42,2025-01-23,B01,,cash,29300
T0001288,2025-01-23 17:31:02,2025-01-23,B03,C0013,wallet,30500
T0001289,2025-01-23 12:25:17,2025-01-23,B04,C0024,wallet,4600
T0001290,2025-01-23 13:31:51,2025-01-23,B06,C0103,cash,17200
T0001291,2025-01-23 07:55:44,2025-01-23,B03,C0057,card,9500
T0001292,2025-01-23 15:06:30,2025-01-23,B02,C0080,wallet,25500
T0001293,2025-01-23 09:09:18,2025-01-23,B03,C0085,wallet,28900
T0001294,2025-01-23 15:07:16,2025-01-23,B02,C0110,wallet,14000
T0001295,2025-01-23 19:15:25,2025-01-23,B05,C0104,cash,28900
T0001296,2025-01-23 09:13:58,2025-01-23,B01,C0078,card,10500
T0001297,2025-01-23 20:35:15,2025-01-23,B04,C0115,cash,1600
T0001298,2025-01-23 22:12:39,2025-01-23,B01,C0058,wallet,7200
T0001299,2025-01-23 08:41:11,2025-01-23,B01,C0090,cash,11600
T0001300,2025-01-23 19:40:09,2025-01-23,B06,C0080,cash,13000
T0001301,2025-01-23 18:41:10,2025-01-23,B05,C0103,wallet,8400
T0001302,2025-01-23 21:53:07,2025-01-23,B05,C0030,wallet,28400
T0001303,2025-01-23 12:43:53,2025-01-23,B02,C0055,card,12200
T0001304,2025-01-23 21:02:49,2025-01-23,B04,,wallet,4100
T0001305,2025-01-24 20:08:24,2025-01-24,B04,,wallet,16700
T0001306,2025-01-24 18:39:28,2025-01-24,B05,C0047,card,7300
T0001307,2025-01-24 13:19:03,2025-01-24,B01,C0042,cash,34200
T0001308,2025-01-24 17:27:38,2025-01-24,B06,C0027,cash,17800
T0001309,2025-01-24 14:24:07,2025-01-24,B05,C0043,card,6600
T0001310,2025-01-24 09:06:06,2025-01-24,B05,C0087,wallet,3700
T0001311,2025-01-24 20:34:08,2025-01-24,B05,C0094,card,18200
T0001312,2025-01-24 21:17:41,2025-01-24,B06,C0015,cash,10600
T0001313,2025-01-24 18:57:05,2025-01-24,B04,C0076,wallet,3000
T0001314,2025-01-24 21:48:49,2025-01-24,B01,C0005,wallet,21500
T0001315,2025-01-24 17:45:37,2025-01-24,B02,,cash,23500
T0001316,2025-01-24 17:50:00,2025-01-24,B02,,card,33000
T0001317,2025-01-24 14:49:59,2025-01-24,B01,C0073,wallet,25900
T0001318,2025-01-24 19:35:30,2025-01-24,B06,C0043,cash,14200
T0001319,2025-01-24 15:34:49,2025-01-24,B03,C0108,card,19500
T0001320,2025-01-24 08:00:08,2025-01-24,B01,C0022,card,3700
T0001321,2025-01-24 20:41:22,2025-01-24,B01,C0090,cash,18000
T0001322,2025-01-24 16:18:23,2025-01-24,B02,,card,27300
T0001323,2025-01-24 07:00:47,2025-01-24,B01,C0106,cash,25500
T0001324,2025-01-24 09:15:54,2025-01-24,B05,C0102,wallet,17200
T0001325,2025-01-24 22:37:52,2025-01-24,B06,C0050,cash,7900
T0001326,2025-01-24 12:18:05,2025-01-24,B03,C0044,cash,6500
T0001327,2025-01-24 15:01:42,2025-01-24,B03,C0002,cash,18000
T0001328,2025-01-24 21:17:03,2025-01-24,B01,C0063,cash,10500
T0001329,2025-01-24 21:39:54,2025-01-24,B04,C0089,card,4000
T0001330,2025-01-24 14:16:52,2025-01-24,B03,C0073,wallet,5000
T0001331,2025-01-24 20:03:52,2025-01-24,B02,C0053,card,9800
T0001332,2025-01-24 19:07:20,2025-01-24,B05,C0001,wallet,8400
T0001333,2025-01-24 16:06:51,2025-01-24,B02,C0119,wallet,16200
T0001334,2025-01-24 10:26:32,2025-01-24,B01,C0040,cash,2800
T0001335,2025-01-24 07:29:23,2025-01-24,B01,C0113,cash,9000
T0001336,2025-01-24 20:23:35,2025-01-24,B02,C0061,wallet,4000
T0001337,2025-01-24 12:15:40,2025-01-24,B03,C0034,card,10400
T0001338,2025-01-24 18:50:18,2025-01-24,B04,C0102,wallet,27700
T0001339,2025-01-24 14:07:14,2025-01-24,B05,C0104,card,7600
T0001340,2025-01-24 13:02:41,2025-01-24,B03,C0006,wallet,4800
T0001341,2025-01-24 12:02:42,2025-01-24,B02,C0094,card,2200
T0001342,2025-01-24 16:35:46,2025-01-24,B04,C0049,card,30100
T0001343,2025-01-24 22:27:42,2025-01-24,B06,C0051,wallet,12100
T0001344,2025-01-24 17:21:19,2025-01-24,B04,C0001,wallet,13600
T0001345,2025-01-24 07:45:00,2025-01-24,B02,C0102,card,3800
T0001346,2025-01-24 20:20:16,2025-01-24,B03,C0089,card,18700
T0001347,2025-01-24 17:32:25,2025-01-24,B05,C0017,cash,3100
T0001348,2025-01-24 19:28:32,2025-01-24,B06,C0059,wallet,27000
T0001349,2025-01-24 10:22:08,2025-01-24,B01,C0058,wallet,6900
T0001350,2025-01-24 13:36:35,2025-01-24,B03,C0021,card,3600
T0001351,2025-01-24 17:55:04,2025-01-24,B01,C0069,wallet,20300
T0001352,2025-01-24 16:53:40,2025-01-24,B02,C0038,cash,20600
T0001353,2025-01-24 07:43:04,2025-01-24,B05,C0060,cash,30900
T0001354,2025-01-24 08:10:50,2025-01-24,B04,C0016,cash,2500
T0001355,2025-01-24 14:31:43,2025-01-24,B03,,cash,9500
T0001356,2025-01-25 14:21:02,2025-01-25,B04,C0118,cash,16500
T0001357,2025-01-25 20:52:10,2025-01-25,B05,C0105,wallet,4400
T0001358,2025-01-25 22:28:37,2025-01-25,B04,C0059,wallet,1600
T0001359,2025-01-25 07:10:41,2025-01-25,B05,C0110,cash,8400
T0001360,2025-01-25 19:03:48,2025-01-25,B03,C0005,card,7700
T0001361,2025-01-25 17:03:38,2025-01-25,B04,C0091,wallet,3100
T0001362,2025-01-25 08:56:36,2025-01-25,B04,,cash,7500
T0001363,2025-01-25 18:16:46,2025-01-25,B01,C0081,wallet,2800
T0001364,2025-01-25 10:22:49,2025-01-25,B05,C0090,cash,4000
T0001365,2025-01-25 19:39:15,2025-01-25,B01,C0083,cash,17200
T0001366,2025-01-25 12:55:32,2025-01-25,B03,C0117,card,19500
T0001367,2025-01-25 12:42:20,2025-01-25,B03,C0119,wallet,7900
T0001368,2025-01-25 12:58:37,2025-01-25,B02,C0104,card,8500
T0001369,2025-01-25 13:10:09,2025-01-25,B03,C0029,card,12700
T0001370,2025-01-25 19:06:31,2025-01-25,B05,C0099,wallet,17000
T0001371,2025-01-25 09:26:03,2025-01-25,B02,C0042,card,28300
T0001372,2025-01-25 15:12:22,2025-01-25,B04,C0116,card,24900
T0001373,2025-01-25 21:58:29,2025-01-25,B06,C0117,cash,29500
T0001374,2025-01-25 16:56:50,2025-01-25,B03,C0041,card,7400
T0001375,2025-01-25 19:13:52,2025-01-25,B04,C0113,card,7900
T0001376,2025-01-25 09:23:07,2025-01-25,B01,C0044,wallet,18300
T0001377,2025-01-25 20:45:22,2025-01-25,B03,C0047,wallet,18700
T0001378,2025-01-25 21:37:07,2025-01-25,B03,C0093,cash,11200
T0001379,2025-01-25 19:20:54,2025-01-25,B01,C0071,cash,10800
T0001380,2025-01-25 08:24:58,2025-01-25,B03,C0049,cash,13100
T0001381,2025-01-25 21:16:54,2025-01-25,B03,,card,4200
T0001382,2025-01-25 16:19:16,2025-01-25,B06,C0084,wallet,5400
T0001383,2025-01-25 17:27:50,2025-01-25,B02,C0089,card,21800
T0001384,2025-01-25 16:54:17,2025-01-25,B02,,wallet,30900
T0001385,2025-01-25 22:19:00,2025-01-25,B06,C0068,card,26800
T0001386,2025-01-25 11:50:25,2025-01-25,B06,C0075,card,23600
T0001387,2025-01-25 07:39:39,2025-01-25,B04,C0104,wallet,14000
T0001388,2025-01-25 12:17:33,2025-01-25,B05,C0091,card,10800
T0001389,2025-01-25 13:51:17,2025-01-25,B01,C0083,card,15800
T0001390,2025-01-25 20:50:00,2025-01-25,B05,C0106,cash,16900
T0001391,2025-01-25 12:07:18,2025-01-25,B06,C0104,card,17400
T0001392,2025-01-25 19:37:58,2025-01-25,B02,,wallet,3600
T0001393,2025-01-25 08:49:56,2025-01-25,B01,C0034,cash,11700
T0001394,2025-01-25 19:03:06,2025-01-25,B02,C0042,wallet,11900
T0001395,2025-01-25 12:23:11,2025-01-25,B05,C0100,card,15600
T0001396,2025-01-25 22:42:21,2025-01-25,B03,C0053,cash,5800
T0001397,2025-01-25 09:29:53,2025-01-25,B04,C0021,cash,11900
T0001398,2025-01-25 11:56:56,2025-01-25,B04,C0033,card,2700
T0001399,2025-01-25 10:15:34,2025-01-25,B04,,cash,6700
T0001400,2025-01-25 09:29:29,2025-01-25,B02,C0080,card,10500
T0001401,2025-01-25 16:18:30,2025-01-25,B06,C0111,cash,5000
T0001402,2025-01-25 17:37:31,2025-01-25,B01,C0053,cash,18800
T0001403,2025-01-25 18:04:24,2025-01-25,B03,C0091,cash,10500
T0001404,2025-01-25 13:46:21,2025-01-25,B04,C0039,cash,11000
T0001405,2025-01-25 22:51:43,2025-01-25,B01,C0116,card,6900
T0001406,2025-01-25 17:16:34,2025-01-25,B03,C0071,card,13500
T0001407,2025-01-25 09:58:23,2025-01-25,B01,C0004,card,9400
T0001408,2025-01-25 16:33:45,2025-01-25,B05,C0026,wallet,6500
T0001409,2025-01-25 12:10:31,2025-01-25,B04,C0051,wallet,12300
T0001410,2025-01-25 16:15:40,2025-01-25,B02,C0032,card,2400
T0001411,2025-01-25 22:18:47,2025-01-25,B01,C0059,card,7000
T0001412,2025-01-25 07:06:37,2025-01-25,B02,C0094,card,20700
T0001413,2025-01-25 12:15:49,2025-01-25,B02,C0102,card,33500
T0001414,2025-01-26 09:56:20,2025-01-26,B03,,cash,21300
T0001415,2025-01-26 22:13:53,2025-01-26,B06,C0116,wallet,31400
T0001416,2025-01-26 15:25:00,2025-01-26,B04,C0051,cash,7600
T0001417,2025-01-26 22:14:05,2025-01-26,B01,,wallet,10700
T0001418,2025-01-26 18:33:54,2025-01-26,B01,C0017,wallet,9200
T0001419,2025-01-26 10:53:36,2025-01-26,B06,C0092,card,4900
T0001420,2025-01-26 14:17:44,2025-01-26,B06,C0112,cash,6900
T0001421,2025-01-26 14:38:37,2025-01-26,B03,C0058,card,11200
T0001422,2025-01-26 09:49:47,2025-01-26,B01,C0079,card,32000
T0001423,2025-01-26 17:14:51,2025-01-26,B05,C0027,card,17800
T0001424,2025-01-26 10:47:39,2025-01-26,B05,C0051,wallet,7400
T0001425,2025-01-26 12:48:14,2025-01-26,B06,C0083,wallet,2800
T0001426,2025-01-26 22:05:39,2025-01-26,B03,C0016,card,5700
T0001427,2025-01-26 21:11:41,2025-01-26,B02,C0082,wallet,10600
T0001428,2025-01-26 12:28:40,2025-01-26,B02,C0077,cash,18000
T0001429,2025-01-26 08:38:40,2025-01-26,B02,C0078,card,19300
T0001430,2025-01-26 12:22:49,2025-01-26,B03,C0021,cash,20800
T0001431,2025-01-26 07:01:52,2025-01-26,B03,,card,8100
T0001432,2025-01-26 16:00:05,2025-01-26,B06,C0048,cash,25800
T0001433,2025-01-26 14:48:39,2025-01-26,B04,C0012,wallet,23600
T0001434,2025-01-26 21:43:23,2025-01-26,B01,C0026,cash,8700
T0001435,2025-01-26 21:41:32,2025-01-26,B01,,wallet,34500
T0001436,2025-01-26 15:18:40,2025-01-26,B02,C0047,wallet,6300
T0001437,2025-01-26 09:00:51,2025-01-26,B02,C0043,wallet,13500
T0001438,2025-01-26 20:42:47,2025-01-26,B01,C0067,wallet,4600
T0001439,2025-01-26 13:20:07,2025-01-26,B01,,wallet,11000
T0001440,2025-01-26 08:53:43,2025-01-26,B01,C0101,card,10600
T0001441,2025-01-26 09:35:12,2025-01-26,B05,C0082,wallet,9000
T0001442,2025-01-26 07:27:44,2025-01-26,B03,C0099,card,20900
T0001443,2025-01-26 13:38:18,2025-01-26,B04,C0077,wallet,6600
T0001444,2025-01-26 18:52:09,2025-01-26,B06,C0042,cash,7900
T0001445,2025-01-26 17:57:40,2025-01-26,B03,C0093,card,2800
T0001446,2025-01-26 11:24:35,2025-01-26,B02,C0077,wallet,6900
T0001447,2025-01-26 08:34:58,2025-01-26,B05,,cash,3700
T0001448,2025-01-26 21:29:39,2025-01-26,B01,C0059,cash,5100
T0001449,2025-01-26 17:00:54,2025-01-26,B04,,cash,4500
T0001450,2025-01-26 13:44:04,2025-01-26,B06,C0114,cash,20000
T0001451,2025-01-26 19:43:58,2025-01-26,B05,C0049,card,8000
T0001452,2025-01-26 16:54:06,2025-01-26,B05,C0074,cash,11000
T0001453,2025-01-26 13:10:17,2025-01-26,B05,C0066,wallet,3100
T0001454,2025-01-26 15:37:55,2025-01-26,B01,C0056,wallet,4100
T0001455,2025-01-26 20:30:34,2025-01-26,B04,C0076,wallet,11500
T0001456,2025-01-26 18:14:09,2025-01-26,B01,C0013,wallet,25200
T0001457,2025-01-26 17:54:46,2025-01-26,B04,C0066,cash,17300
T0001458,2025-01-26 19:51:31,2025-01-26,B03,C0004,card,16300
T0001459,2025-01-26 14:29:09,2025-01-26,B02,C0026,card,3300
T0001460,2025-01-26 14:45:12,2025-01-26,B03,C0074,wallet,4900
T0001461,2025-01-26 11:31:33,2025-01-26,B06,C0069,wallet,14700
T0001462,2025-01-26 09:38:18,2025-01-26,B01,C0053,wallet,7200
T0001463,2025-01-26 14:50:26,2025-01-26,B05,C0027,card,10500
T0001464,2025-01-26 20:18:58,2025-01-26,B01,C0031,card,2300
T0001465,2025-01-26 14:27:09,2025-01-26,B06,C0084,cash,6000
T0001466,2025-01-26 21:58:53,2025-01-26,B04,C0002,cash,13400
T0001467,2025-01-26 22:22:35,2025-01-26,B03,C0040,wallet,9400
T0001468,2025-01-26 13:24:31,2025-01-26,B01,C0009,card,26300
T0001469,2025-01-26 07:48:02,2025-01-26,B01,C0105,cash,17700
T0001470,2025-01-26 20:58:46,2025-01-26,B01,C0093,card,5800
T0001471,2025-01-26 17:17:55,2025-01-26,B03,C0051,wallet,16600
T0001472,2025-01-26 07:02:14,2025-01-26,B04,C0037,cash,4300
T0001473,2025-01-26 09:36:55,2025-01-26,B02,C0038,cash,15300
T0001474,2025-01-26 12:10:38,2025-01-26,B02,C0076,cash,10100
T0001475,2025-01-26 22:54:33,2025-01-26,B02,C0090,wallet,12200
T0001476,2025-01-26 19:38:33,2025-01-26,B05,C0015,card,1400
T0001477,2025-01-26 13:03:55,2025-01-26,B06,C0013,cash,27600
T0001478,2025-01-26 10:41:47,2025-01-26,B02,C0028,cash,2100
T0001479,2025-01-26 07:49:44,2025-01-26,B01,C0093,wallet,5200
T0001480,2025-01-26 08:12:17,2025-01-26,B04,C0112,wallet,5600
T0001481,2025-01-26 11:55:04,2025-01-26,B03,C0057,card,21400
T0001482,2025-01-26 09:15:46,2025-01-26,B03,C0030,wallet,19200
T0001483,2025-01-26 14:48:10,2025-01-26,B06,,card,15900
T0001484,2025-01-26 08:43:16,2025-01-26,B06,C0083,card,7100
T0001485,2025-01-27 18:49:04,2025-01-27,B03,C0038,cash,9800
T0001486,2025-01-27 08:57:31,2025-01-27,B03,C0075,card,5700
T0001487,2025-01-27 17:00:40,2025-01-27,B01,C0040,card,14300
T0001488,2025-01-27 22:34:25,2025-01-27,B04,C0015,cash,7400
T0001489,2025-01-27 16:08:17,2025-01-27,B03,C0067,card,1800
T0001490,2025-01-27 09:59:46,2025-01-27,B01,C0118,card,11200
T0001491,2025-01-27 11:10:22,2025-01-27,B03,C0032,card,25100
T0001492,2025-01-27 11:19:06,2025-01-27,B02,,wallet,12300
T0001493,2025-01-27 15:36:05,2025-01-27,B02,C0020,card,6400
