line_id,transaction_id,product_code,qty,unit_price,discount_amt,line_amount
L00001265,T0000520,SNK003,1,5200,0,5200
L00001266,T0000520,RTE003,1,4800,200,4600
L00001267,T0000521,DES001,3,3200,0,9600
L00001268,T0000521,RTE003,1,4800,0,4800
L00001269,T0000521,SNK003,2,5300,0,10600
L00001270,T0000521,BEV003,1,4200,0,4200
L00001271,T0000521,SNK004,3,2800,0,8400
L00001272,T0000522,SNK004,1,2800,300,2500
L00001273,T0000523,BEV002,1,1600,500,1100
L00001274,T0000523,RTE002,1,7200,0,7200
L00001275,T0000524,BEV003,2,4300,0,8600
L00001276,T0000524,HOU002,3,2400,0,7200
L00001277,T0000524,HOU003,1,7100,200,6900
L00001278,T0000524,HOU001,3,2900,0,8700
L00001279,T0000524,HOU003,1,7000,500,6500
L00001280,T0000525,DES002,2,6100,0,12200
L00001281,T0000525,SNK004,1,2600,0,2600
L00001282,T0000525,BEV004,1,2600,200,2400
L00001283,T0000525,BEV004,2,2800,0,5600
L00001284,T0000526,DES001,1,3100,200,2900
L00001285,T0000526,SNK004,1,2800,500,2300
L00001286,T0000526,BEV003,2,4300,500,8100
L00001287,T0000526,SNK004,1,2800,300,2500
L00001288,T0000527,SNK004,1,3000,0,3000
L00001289,T0000527,DES002,1,5900,0,5900
L00001290,T0000528,SNK001,2,3800,300,7300
L00001291,T0000528,SNK001,1,3600,300,3300
L00001292,T0000529,SNK002,2,4300,200,8400
L00001293,T0000530,DES001,1,3100,200,2900
L00001294,T0000530,BEV004,1,2700,200,2500
L00001295,T0000530,DES002,1,5900,500,5400
L00001296,T0000530,SNK001,3,3800,0,11400
L00001297,T0000531,SNK001,2,3600,0,7200
L00001298,T0000531,RTE004,1,8400,500,7900
L00001299,T0000531,DES003,2,3500,500,6500
L00001300,T0000531,BEV003,1,4000,200,3800
L00001301,T0000532,SNK001,2,3800,300,7300
L00001302,T0000533,SNK001,1,3600,0,3600
L00001303,T0000533,HOU002,1,2100,300,1800
L00001304,T0000533,BEV003,2,4300,200,8400
L00001305,T0000534,SNK003,1,5200,500,4700
L00001306,T0000534,RTE003,1,4800,0,4800
L00001307,T0000535,DES003,2,3700,0,7400
L00001308,T0000535,RTE002,1,7400,500,6900
L00001309,T0000536,HOU001,1,3100,0,3100
L00001310,T0000537,SNK004,2,3000,200,5800
L00001311,T0000537,BEV003,1,4000,300,3700
L00001312,T0000538,HOU002,1,2300,200,2100
L00001313,T0000538,DES003,1,3500,200,3300
L00001314,T0000539,SNK002,1,4400,300,4100
L00001315,T0000539,BEV004,1,2700,300,2400
L00001316,T0000539,RTE004,1,8600,300,8300
L00001317,T0000539,HOU002,1,2400,0,2400
L00001318,T0000540,RTE001,2,6500,0,13000
L00001319,T0000541,BEV001,1,2500,300,2200
L00001320,T0000541,HOU001,1,2700,0,2700
L00001321,T0000541,DES002,2,5900,500,11300
L00001322,T0000542,BEV001,2,2500,500,4500
L00001323,T0000543,SNK004,1,3000,0,3000
L00001324,T0000543,BEV001,1,2700,0,2700
L00001325,T0000544,RTE002,1,7000,0,7000
L00001326,T0000544,DES003,1,3700,0,3700
L00001327,T0000544,DES001,1,3100,200,2900
L00001328,T0000544,BEV001,1,2500,200,2300
L00001329,T0000544,BEV004,2,2800,500,5100
L00001330,T0000545,BEV002,1,1900,200,1700
L00001331,T0000545,RTE002,1,7300,0,7300
L00001332,T0000546,BEV004,1,2700,300,2400
L00001333,T0000546,HOU001,1,3000,300,2700
L00001334,T0000546,HOU001,1,2900,300,2600
L00001335,T0000547,HOU003,1,6900,300,6600
L00001336,T0000547,BEV003,1,4200,0,4200
L00001337,T0000548,BEV002,1,2000,0,2000
L00001338,T0000549,RTE003,3,4800,0,14400
L00001339,T0000549,HOU001,1,3000,500,2500
L00001340,T0000549,SNK002,1,4400,200,4200
L00001341,T0000550,HOU001,1,2900,0,2900
L00001342,T0000550,HOU003,1,7100,0,7100
L00001343,T0000550,DES001,1,3100,0,3100
L00001344,T0000551,SNK004,1,2900,200,2700
L00001345,T0000551,RTE004,2,8800,0,17600
L00001346,T0000551,BEV001,1,2600,0,2600
L00001347,T0000551,HOU002,3,2400,0,7200
L00001348,T0000551,SNK004,1,2600,200,2400
L00001349,T0000552,SNK002,1,4200,0,4200
L00001350,T0000552,SNK003,1,5200,500,4700
L00001351,T0000552,SNK004,2,2900,300,5500
L00001352,T0000553,HOU001,1,2900,200,2700
L00001353,T0000554,BEV003,1,4000,500,3500
L00001354,T0000555,RTE002,1,7200,300,6900
L00001355,T0000556,DES003,1,3600,0,3600
L00001356,T0000557,HOU002,1,2100,0,2100
L00001357,T0000557,BEV004,2,2600,500,4700
L00001358,T0000557,RTE003,1,4600,0,4600
L00001359,T0000557,BEV004,2,2700,200,5200
L00001360,T0000557,RTE003,2,4600,300,8900
L00001361,T0000558,HOU001,1,2900,200,2700
L00001362,T0000559,DES003,1,3700,200,3500
L00001363,T0000559,DES002,3,5900,0,17700
L00001364,T0000559,BEV003,2,4000,0,8000
L00001365,T0000559,BEV004,1,2400,0,2400
L00001366,T0000559,RTE002,1,7400,500,6900
L00001367,T0000560,HOU001,2,3000,0,6000
L00001368,T0000560,RTE004,1,8700,0,8700
L00001369,T0000560,SNK001,1,3800,0,3800
L00001370,T0000561,RTE003,1,4800,0,4800
L00001371,T0000562,BEV003,1,4300,500,3800
L00001372,T0000562,RTE001,1,6700,300,6400
L00001373,T0000563,SNK004,1,2600,0,2600
L00001374,T0000563,RTE003,1,4600,500,4100
L00001375,T0000563,RTE002,2,7200,0,14400
L00001376,T0000564,BEV001,2,2300,0,4600
L00001377,T0000564,HOU001,1,2900,300,2600
L00001378,T0000564,SNK003,1,5000,0,5000
L00001379,T0000564,SNK003,1,5300,500,4800
L00001380,T0000565,BEV003,1,4300,500,3800
L00001381,T0000565,DES002,2,5900,500,11300
L00001382,T0000565,BEV002,1,2000,0,2000
L00001383,T0000566,BEV001,1,2600,500,2100
L00001384,T0000567,RTE003,1,4800,200,4600
L00001385,T0000567,BEV004,1,2600,500,2100
L00001386,T0000568,HOU001,2,2900,300,5500
L00001387,T0000569,RTE001,2,6600,0,13200
L00001388,T0000569,BEV001,1,2500,200,2300
L00001389,T0000569,BEV002,1,2000,500,1500
L00001390,T0000570,RTE003,1,4900,0,4900
L00001391,T0000571,BEV001,2,2500,500,4500
L00001392,T0000572,RTE001,1,6700,0,6700
L00001393,T0000572,BEV003,1,4200,500,3700
L00001394,T0000573,HOU001,1,3100,200,2900
L00001395,T0000573,DES001,1,3200,500,2700
L00001396,T0000573,HOU003,1,7000,0,7000
L00001397,T0000574,DES001,1,3300,200,3100
L00001398,T0000574,RTE004,2,8600,0,17200
L00001399,T0000574,BEV003,1,4200,0,4200
L00001400,T0000574,DES002,2,5700,0,11400
L00001401,T0000574,DES001,1,3100,200,2900
L00001402,T0000575,DES001,1,3100,0,3100
L00001403,T0000575,HOU003,1,7000,300,6700
L00001404,T0000575,HOU003,2,6700,200,13200
L00001405,T0000576,HOU003,1,7100,500,6600
L00001406,T0000576,BEV001,1,2700,500,2200
L00001407,T0000577,DES003,1,3300,300,3000
L00001408,T0000577,HOU001,1,2900,200,2700
L00001409,T0000578,HOU001,1,2700,300,2400
L00001410,T0000578,SNK001,1,4000,0,4000
L00001411,T0000579,SNK002,1,4000,500,3500
L00001412,T0000579,SNK002,1,4200,200,4000
L00001413,T0000579,RTE003,3,4600,0,13800
L00001414,T0000580,DES002,2,5900,500,11300
L00001415,T0000581,BEV001,1,2500,0,2500
L00001416,T0000581,BEV002,1,1800,0,1800
L00001417,T0000581,DES002,3,5900,500,17200
L00001418,T0000581,RTE001,3,6700,0,20100
L00001419,T0000581,SNK004,1,2600,0,2600
L00001420,T0000582,RTE003,1,4800,300,4500
L00001421,T0000582,BEV002,1,1600,500,1100
L00001422,T0000582,SNK002,2,4400,0,8800
L00001423,T0000583,RTE003,3,4800,200,14200
L00001424,T0000583,RTE003,3,4800,0,14400
L00001425,T0000583,SNK001,1,3800,0,3800
L00001426,T0000583,HOU003,2,6900,0,13800
L00001427,T0000583,HOU002,1,2500,200,2300
L00001428,T0000584,SNK004,1,3000,0,3000
L00001429,T0000584,RTE002,1,7000,500,6500
L00001430,T0000585,HOU003,2,6900,500,13300
L00001431,T0000586,DES001,2,3100,0,6200
L00001432,T0000586,SNK003,2,5000,200,9800
L00001433,T0000586,BEV002,1,1800,200,1600
L00001434,T0000587,HOU002,2,2300,500,4100
L00001435,T0000587,DES003,1,3300,200,3100
L00001436,T0000587,RTE002,1,7200,500,6700
L00001437,T0000588,BEV002,1,1800,0,1800
L00001438,T0000588,SNK001,1,3800,0,3800
L00001439,T0000588,RTE001,1,6700,0,6700
L00001440,T0000589,BEV004,1,2600,300,2300
L00001441,T0000589,DES003,1,3500,200,3300
L00001442,T0000589,DES002,2,6000,0,12000
L00001443,T0000589,DES001,2,3200,0,6400
L00001444,T0000590,BEV003,2,4200,0,8400
L00001445,T0000591,BEV001,2,2500,300,4700
L00001446,T0000591,DES003,2,3700,0,7400
L00001447,T0000592,RTE001,1,6600,0,6600
L00001448,T0000593,RTE004,1,8600,200,8400
L00001449,T0000594,RTE003,1,4600,500,4100
L00001450,T0000594,SNK002,3,4300,0,12900
L00001451,T0000594,SNK003,1,5200,0,5200
L00001452,T0000595,RTE003,1,4900,300,4600
L00001453,T0000595,SNK002,1,4400,0,4400
L00001454,T0000596,BEV004,2,2800,0,5600
L00001455,T0000596,BEV003,1,4200,200,4000
L00001456,T0000596,HOU001,3,3100,0,9300
L00001457,T0000597,RTE003,1,4600,0,4600
L00001458,T0000597,SNK001,1,4000,0,4000
L00001459,T0000597,SNK001,3,3900,0,11700
L00001460,T0000597,SNK004,1,2900,300,2600
L00001461,T0000597,BEV002,1,1800,0,1800
L00001462,T0000598,DES002,1,5900,0,5900
L00001463,T0000598,RTE004,1,8800,0,8800
L00001464,T0000599,BEV003,1,4400,0,4400
L00001465,T0000599,RTE004,1,8700,0,8700
L00001466,T0000600,RTE002,1,7400,200,7200
L00001467,T0000600,RTE002,1,7000,300,6700
L00001468,T0000600,SNK003,2,5400,300,10500
L00001469,T0000600,SNK001,1,3800,0,3800
L00001470,T0000600,HOU002,1,2300,0,2300
L00001471,T0000601,HOU002,2,2300,0,4600
L00001472,T0000601,SNK002,1,4300,500,3800
L00001473,T0000601,RTE001,1,6700,0,6700
L00001474,T0000601,HOU003,1,6900,300,6600
L00001475,T0000602,RTE004,1,8700,0,8700
L00001476,T0000603,BEV004,1,2400,300,2100
L00001477,T0000603,RTE004,2,8600,300,16900
L00001478,T0000604,BEV003,1,4200,0,4200
L00001479,T0000604,DES003,2,3600,200,7000
L00001480,T0000605,SNK002,1,4200,0,4200
L00001481,T0000605,SNK003,1,5200,300,4900
L00001482,T0000606,SNK004,2,2800,0,5600
L00001483,T0000606,HOU001,1,2900,200,2700
L00001484,T0000606,RTE003,1,4800,300,4500
L00001485,T0000607,SNK003,1,5400,0,5400
L00001486,T0000608,DES002,1,5900,0,5900
L00001487,T0000608,BEV002,1,1900,0,1900
L00001488,T0000609,SNK004,1,2600,0,2600
L00001489,T0000609,SNK002,1,4200,0,4200
L00001490,T0000609,HOU001,3,2700,500,7600
L00001491,T0000610,SNK001,1,3800,500,3300
L00001492,T0000610,RTE004,1,8600,0,8600
L00001493,T0000610,SNK004,1,2800,500,2300
L00001494,T0000610,HOU003,1,6900,0,6900
L00001495,T0000610,BEV004,2,2800,300,5300
L00001496,T0000611,BEV002,1,2000,0,2000
L00001497,T0000611,DES002,1,5900,200,5700
L00001498,T0000611,RTE004,1,8700,500,8200
L00001499,T0000611,RTE001,1,6500,0,6500
L00001500,T0000611,RTE002,1,7000,500,6500
L00001501,T0000612,HOU001,1,2900,0,2900
L00001502,T0000612,DES001,1,3100,300,2800
L00001503,T0000613,RTE001,1,6500,200,6300
L00001504,T0000614,BEV002,1,1800,500,1300
L00001505,T0000614,DES001,1,3300,300,3000
L00001506,T0000615,BEV002,1,1800,0,1800
L00001507,T0000615,RTE001,1,6700,200,6500
L00001508,T0000616,HOU002,1,2100,200,1900
L00001509,T0000616,SNK004,1,2900,0,2900
L00001510,T0000617,BEV003,1,4300,200,4100
L00001511,T0000618,HOU003,3,6900,0,20700
L00001512,T0000619,SNK003,1,5300,0,5300
L00001513,T0000619,SNK001,1,3800,200,3600
L00001514,T0000620,RTE003,2,5000,300,9700
L00001515,T0000620,SNK003,1,5300,0,5300
L00001516,T0000620,DES002,1,5700,200,5500
L00001517,T0000620,BEV001,1,2500,0,2500
L00001518,T0000620,DES003,3,3600,200,10600
L00001519,T0000621,BEV002,1,1600,0,1600
L00001520,T0000621,SNK004,3,2800,200,8200
L00001521,T0000621,SNK003,1,5200,500,4700
L00001522,T0000622,HOU002,1,2300,0,2300
L00001523,T0000622,SNK003,1,5300,0,5300
L00001524,T0000623,HOU003,1,6900,0,6900
L00001525,T0000623,BEV002,1,1800,0,1800
L00001526,T0000623,DES002,1,5900,0,5900
L00001527,T0000623,BEV002,2,1900,200,3600
L00001528,T0000623,BEV004,1,2400,200,2200
L00001529,T0000624,HOU003,1,6700,200,6500
L00001530,T0000624,RTE004,1,8400,0,8400
L00001531,T0000625,SNK001,1,3900,0,3900
L00001532,T0000625,BEV001,1,2700,0,2700
L00001533,T0000625,HOU002,1,2300,0,2300
L00001534,T0000626,SNK002,1,4300,300,4000
L00001535,T0000626,BEV001,1,2500,0,2500
L00001536,T0000626,SNK002,1,4200,0,4200
L00001537,T0000627,RTE004,2,8600,500,16700
L00001538,T0000628,RTE004,2,8400,0,16800
L00001539,T0000628,HOU001,1,2900,300,2600
L00001540,T0000628,DES003,1,3500,300,3200
L00001541,T0000629,DES003,1,3700,0,3700
L00001542,T0000629,DES003,1,3700,0,3700
L00001543,T0000629,BEV003,1,4000,0,4000
L00001544,T0000629,SNK004,1,2900,0,2900
L00001545,T0000629,RTE001,1,6500,0,6500
L00001546,T0000630,RTE001,1,6300,300,6000
L00001547,T0000631,SNK002,1,4300,0,4300
L00001548,T0000632,BEV001,1,2500,0,2500
L00001549,T0000632,RTE001,1,6700,200,6500
L00001550,T0000633,HOU001,1,2700,500,2200
L00001551,T0000633,HOU001,1,2700,0,2700
L00001552,T0000634,BEV002,1,1600,300,1300
L00001553,T0000635,SNK002,1,4400,300,4100
L00001554,T0000636,SNK002,1,4200,500,3700
L00001555,T0000637,RTE001,1,6600,0,6600
L00001556,T0000637,DES001,1,2900,200,2700
L00001557,T0000637,RTE002,1,7200,200,7000
L00001558,T0000638,SNK003,1,5300,500,4800
L00001559,T0000639,DES001,2,3200,0,6400
L00001560,T0000640,HOU001,1,2900,500,2400
L00001561,T0000640,SNK004,1,2600,0,2600
L00001562,T0000640,SNK001,2,3800,200,7400
L00001563,T0000641,SNK003,1,5300,0,5300
L00001564,T0000641,HOU001,1,2900,0,2900
L00001565,T0000642,DES001,2,2900,200,5600
L00001566,T0000642,BEV003,1,4200,0,4200
L00001567,T0000643,SNK003,2,5300,200,10400
L00001568,T0000644,RTE002,1,7200,300,6900
L00001569,T0000645,RTE004,1,8800,500,8300
L00001570,T0000645,BEV001,1,2600,500,2100
L00001571,T0000645,DES002,2,6100,200,12000
L00001572,T0000646,HOU001,1,2700,0,2700
L00001573,T0000647,HOU003,1,7100,200,6900
L00001574,T0000647,SNK002,1,4000,0,4000
L00001575,T0000648,BEV002,1,1900,0,1900
L00001576,T0000648,BEV001,1,2500,0,2500
L00001577,T0000648,HOU002,1,2100,0,2100
L00001578,T0000649,BEV004,1,2600,0,2600
L00001579,T0000650,DES003,1,3300,200,3100
L00001580,T0000650,HOU003,2,6700,300,13100
L00001581,T0000651,SNK002,1,4000,0,4000
L00001582,T0000651,BEV004,1,2400,0,2400
L00001583,T0000652,BEV004,1,2700,500,2200
L00001584,T0000653,BEV004,1,2600,200,2400
L00001585,T0000653,DES003,2,3500,0,7000
L00001586,T0000653,RTE003,1,4800,300,4500
L00001587,T0000654,SNK002,1,4200,0,4200
L00001588,T0000654,HOU003,2,6700,200,13200
L00001589,T0000654,DES003,1,3300,0,3300
L00001590,T0000655,SNK002,1,4200,0,4200
L00001591,T0000655,BEV002,1,1600,0,1600
L00001592,T0000655,HOU002,3,2300,0,6900
L00001593,T0000656,HOU001,1,3000,0,3000
L00001594,T0000656,RTE003,1,4900,0,4900
L00001595,T0000657,SNK004,1,2800,200,2600
L00001596,T0000657,BEV001,2,2300,300,4300
L00001597,T0000657,BEV001,1,2600,0,2600
L00001598,T0000658,BEV004,1,2600,300,2300
L00001599,T0000658,SNK002,2,4400,300,8500
L00001600,T0000658,BEV004,1,2600,0,2600
L00001601,T0000658,BEV003,1,4400,0,4400
L00001602,T0000659,SNK003,2,5200,0,10400
L00001603,T0000659,BEV002,1,2000,500,1500
L00001604,T0000660,DES003,1,3700,300,3400
L00001605,T0000660,RTE004,1,8800,200,8600
L00001606,T0000661,BEV001,1,2500,0,2500
L00001607,T0000661,RTE001,1,6500,200,6300
L00001608,T0000662,RTE004,2,8400,200,16600
L00001609,T0000662,SNK002,2,4200,0,8400
L00001610,T0000662,BEV003,2,4400,500,8300
L00001611,T0000663,HOU001,1,2900,0,2900
L00001612,T0000664,RTE004,1,8800,500,8300
L00001613,T0000664,SNK001,2,3800,0,7600
L00001614,T0000664,SNK001,1,4000,0,4000
L00001615,T0000665,RTE002,1,7200,200,7000
L00001616,T0000665,RTE003,1,4800,500,4300
L00001617,T0000666,SNK004,1,2900,300,2600
L00001618,T0000666,HOU003,1,7000,0,7000
L00001619,T0000666,DES001,1,2900,0,2900
L00001620,T0000667,RTE001,1,6500,0,6500
L00001621,T0000667,SNK004,1,2600,300,2300
L00001622,T0000667,BEV004,1,2400,0,2400
L00001623,T0000667,DES002,1,6000,0,6000
L00001624,T0000668,SNK002,2,4400,300,8500
L00001625,T0000668,HOU002,1,2100,500,1600
L00001626,T0000668,DES001,1,3300,200,3100
L00001627,T0000668,DES001,1,3300,0,3300
L00001628,T0000668,HOU002,1,2300,200,2100
L00001629,T0000669,RTE003,1,5000,0,5000
L00001630,T0000669,BEV003,2,4200,200,8200
L00001631,T0000669,HOU002,1,2300,500,1800
L00001632,T0000670,RTE003,1,4900,0,4900
L00001633,T0000670,DES002,1,6000,0,6000
L00001634,T0000670,SNK003,1,5300,300,5000
L00001635,T0000671,SNK001,2,3800,500,7100
L00001636,T0000672,DES003,3,3300,0,9900
L00001637,T0000672,BEV001,1,2500,0,2500
L00001638,T0000673,RTE003,1,5000,0,5000
L00001639,T0000674,DES001,1,3300,0,3300
L00001640,T0000674,SNK001,1,3600,200,3400
L00001641,T0000674,DES003,2,3500,0,7000
L00001642,T0000675,SNK004,1,2600,0,2600
L00001643,T0000675,HOU002,1,2300,200,2100
L00001644,T0000676,DES003,1,3300,0,3300
L00001645,T0000676,BEV004,1,2600,200,2400
L00001646,T0000677,RTE002,1,7000,500,6500
L00001647,T0000677,RTE004,1,8800,0,8800
L00001648,T0000677,HOU003,1,6700,0,6700
L00001649,T0000677,BEV003,1,4200,500,3700
L00001650,T0000677,HOU002,1,2300,300,2000
L00001651,T0000678,RTE001,1,6500,0,6500
L00001652,T0000679,RTE002,2,7200,200,14200
L00001653,T0000680,SNK004,1,3000,500,2500
L00001654,T0000680,SNK001,3,3800,0,11400
L00001655,T0000681,SNK003,1,5400,0,5400
L00001656,T0000681,BEV003,1,4200,0,4200
L00001657,T0000681,BEV001,1,2600,0,2600
L00001658,T0000682,DES003,1,3500,200,3300
L00001659,T0000682,RTE002,1,7000,0,7000
L00001660,T0000682,RTE002,1,7400,0,7400
L00001661,T0000682,RTE003,1,4800,0,4800
L00001662,T0000683,HOU003,2,6900,0,13800
L00001663,T0000683,RTE004,1,8400,300,8100
L00001664,T0000684,DES003,1,3700,200,3500
L00001665,T0000684,SNK003,1,5000,0,5000
L00001666,T0000684,RTE004,1,8700,200,8500
L00001667,T0000685,DES002,1,5700,300,5400
L00001668,T0000686,DES002,2,6000,500,11500
L00001669,T0000686,RTE004,1,8800,0,8800
L00001670,T0000686,DES003,1,3700,300,3400
L00001671,T0000687,DES001,1,3100,200,2900
L00001672,T0000687,DES003,1,3300,500,2800
L00001673,T0000688,SNK004,1,3000,300,2700
L00001674,T0000688,BEV001,1,2700,0,2700
L00001675,T0000689,RTE004,1,8600,500,8100
L00001676,T0000690,RTE002,1,7300,0,7300
L00001677,T0000691,BEV003,2,4000,300,7700
L00001678,T0000692,HOU003,1,6900,300,6600
L00001679,T0000692,DES002,1,5700,0,5700
L00001680,T0000692,SNK001,1,3800,0,3800
L00001681,T0000693,RTE003,1,5000,300,4700
L00001682,T0000694,HOU003,1,6900,200,6700
L00001683,T0000694,DES002,1,6000,0,6000
L00001684,T0000694,SNK001,1,3900,500,3400
L00001685,T0000695,BEV003,1,4200,0,4200
L00001686,T0000695,BEV001,2,2300,200,4400
L00001687,T0000695,HOU002,1,2100,0,2100
L00001688,T0000695,RTE002,1,7200,0,7200
L00001689,T0000696,SNK004,2,2800,0,5600
L00001690,T0000696,RTE003,1,4900,200,4700
L00001691,T0000696,HOU001,2,2900,500,5300
L00001692,T0000696,SNK002,1,4000,200,3800
L00001693,T0000697,SNK002,1,4200,0,4200
L00001694,T0000697,RTE004,1,8700,0,8700
L00001695,T0000698,BEV003,1,4200,0,4200
L00001696,T0000698,RTE001,1,6500,0,6500
L00001697,T0000698,RTE001,1,6600,200,6400
L00001698,T0000698,RTE002,1,7400,0,7400
L00001699,T0000698,DES002,1,5700,200,5500
L00001700,T0000699,RTE003,1,4900,500,4400
L00001701,T0000699,HOU003,1,7000,300,6700
L00001702,T0000699,DES002,1,6000,200,5800
L00001703,T0000699,BEV001,3,2500,300,7200
L00001704,T0000699,RTE004,1,8800,200,8600
L00001705,T0000700,BEV001,1,2700,500,2200
L00001706,T0000700,HOU003,3,6900,200,20500
L00001707,T0000701,HOU003,1,6700,300,6400
L00001708,T0000701,BEV003,2,4300,500,8100
L00001709,T0000702,BEV004,1,2800,0,2800
L00001710,T0000702,RTE001,1,6700,0,6700
L00001711,T0000702,RTE004,2,8700,0,17400
L00001712,T0000703,RTE003,2,4900,0,9800
L00001713,T0000703,DES001,1,2900,300,2600
L00001714,T0000704,SNK002,1,4000,0,4000
L00001715,T0000704,RTE002,2,7200,0,14400
L00001716,T0000704,RTE004,1,8600,300,8300
L00001717,T0000705,BEV001,1,2700,0,2700
L00001718,T0000706,RTE001,1,6500,0,6500
L00001719,T0000707,BEV001,1,2300,500,1800
L00001720,T0000708,BEV001,2,2600,200,5000
L00001721,T0000708,BEV001,1,2700,200,2500
L00001722,T0000709,RTE004,1,8600,0,8600
L00001723,T0000709,RTE004,1,8400,0,8400
L00001724,T0000710,SNK002,1,4000,0,4000
L00001725,T0000710,SNK002,1,4200,300,3900
L00001726,T0000710,RTE001,1,6700,0,6700
L00001727,T0000710,BEV002,2,1900,500,3300
L00001728,T0000710,RTE004,1,8400,300,8100
L00001729,T0000711,DES002,1,5900,300,5600
L00001730,T0000712,BEV002,1,1800,300,1500
L00001731,T0000712,DES003,1,3500,300,3200
L00001732,T0000713,SNK001,1,3900,0,3900
L00001733,T0000714,RTE003,1,4900,500,4400
L00001734,T0000714,DES002,1,6000,500,5500
L00001735,T0000714,HOU001,1,3100,0,3100
L00001736,T0000714,BEV001,1,2600,500,2100
L00001737,T0000715,HOU003,1,7000,500,6500
L00001738,T0000715,RTE003,1,5000,0,5000
L00001739,T0000715,HOU003,1,6700,0,6700
L00001740,T0000716,DES001,1,3300,0,3300
L00001741,T0000716,HOU002,2,2500,0,5000
L00001742,T0000716,DES001,1,2900,0,2900
L00001743,T0000716,SNK001,1,4000,0,4000
L00001744,T0000716,RTE001,2,6700,0,13400
L00001745,T0000717,HOU001,1,2900,300,2600
L00001746,T0000717,DES002,1,6000,200,5800
L00001747,T0000717,DES003,1,3500,0,3500
L00001748,T0000718,SNK003,1,5200,500,4700
L00001749,T0000718,SNK004,1,2800,500,2300
L00001750,T0000718,DES003,1,3500,0,3500
L00001751,T0000719,DES001,2,3200,0,6400
L00001752,T0000719,SNK003,1,5200,0,5200
L00001753,T0000719,SNK003,1,5000,500,4500
L00001754,T0000720,BEV002,2,1800,500,3100
L00001755,T0000721,SNK002,1,4000,200,3800
L00001756,T0000721,RTE001,1,6500,500,6000
L00001757,T0000721,HOU002,1,2100,300,1800
L00001758,T0000722,SNK003,2,5300,200,10400
L00001759,T0000723,HOU002,1,2100,300,1800
L00001760,T0000723,HOU002,2,2300,0,4600
L00001761,T0000723,SNK001,1,3600,0,3600
L00001762,T0000724,BEV001,2,2500,500,4500
L00001763,T0000724,SNK002,2,4200,0,8400
L00001764,T0000725,HOU002,1,2500,200,2300
L00001765,T0000725,BEV001,1,2600,500,2100
L00001766,T0000726,BEV002,1,2000,0,2000
L00001767,T0000726,BEV003,2,4200,200,8200
L00001768,T0000726,BEV003,1,4200,200,4000
L00001769,T0000726,SNK002,1,4300,0,4300
L00001770,T0000726,SNK004,2,2800,200,5400
L00001771,T0000727,SNK004,1,2900,0,2900
L00001772,T0000727,DES002,1,5900,0,5900
L00001773,T0000727,RTE004,2,8800,300,17300
L00001774,T0000728,BEV001,1,2500,0,2500
L00001775,T0000728,SNK003,1,5400,500,4900
L00001776,T0000728,RTE003,1,5000,500,4500
L00001777,T0000728,SNK003,1,5200,500,4700
L00001778,T0000728,HOU002,2,2100,0,4200
L00001779,T0000729,BEV003,1,4200,0,4200
L00001780,T0000729,HOU002,1,2400,0,2400
L00001781,T0000729,SNK001,1,3800,0,3800
L00001782,T0000730,BEV003,1,4300,200,4100
L00001783,T0000730,HOU002,1,2400,500,1900
L00001784,T0000731,BEV001,1,2300,500,1800
L00001785,T0000731,RTE004,1,8600,200,8400
L00001786,T0000731,SNK004,2,2800,200,5400
L00001787,T0000731,BEV001,1,2600,200,2400
L00001788,T0000731,SNK004,1,2800,0,2800
L00001789,T0000732,DES001,1,3100,200,2900
L00001790,T0000732,HOU001,1,3100,200,2900
L00001791,T0000732,RTE001,1,6300,0,6300
L00001792,T0000733,HOU003,1,6700,500,6200
L00001793,T0000734,BEV004,1,2600,200,2400
L00001794,T0000735,DES001,1,3300,500,2800
L00001795,T0000735,BEV001,1,2300,0,2300
L00001796,T0000735,SNK004,1,3000,0,3000
L00001797,T0000736,SNK001,1,4000,0,4000
L00001798,T0000736,BEV004,1,2600,300,2300
L00001799,T0000737,DES002,1,5900,200,5700
L00001800,T0000738,BEV004,2,2400,300,4500
L00001801,T0000738,HOU003,1,6700,200,6500
L00001802,T0000738,DES002,1,5900,0,5900
L00001803,T0000739,BEV002,1,1800,200,1600
L00001804,T0000740,HOU001,1,2900,0,2900
L00001805,T0000740,BEV003,2,4300,0,8600
L00001806,T0000741,HOU001,2,2700,0,5400
L00001807,T0000741,RTE003,1,4800,500,4300
L00001808,T0000741,BEV001,2,2700,500,4900
L00001809,T0000742,SNK001,1,3800,300,3500
L00001810,T0000742,DES001,1,3100,500,2600
L00001811,T0000742,BEV001,1,2300,0,2300
L00001812,T0000743,RTE004,1,8600,200,8400
L00001813,T0000744,BEV001,1,2700,500,2200
L00001814,T0000744,SNK001,1,3800,0,3800
L00001815,T0000744,RTE002,1,7000,500,6500
L00001816,T0000745,RTE004,1,8800,300,8500
L00001817,T0000745,BEV002,1,2000,300,1700
L00001818,T0000745,DES001,2,3200,200,6200
L00001819,T0000745,BEV001,1,2500,0,2500
L00001820,T0000745,DES001,1,3300,500,2800
L00001821,T0000746,RTE002,1,7000,0,7000
L00001822,T0000746,BEV002,1,1800,0,1800
L00001823,T0000746,RTE001,1,6300,0,6300
L00001824,T0000746,BEV002,1,2000,0,2000
L00001825,T0000747,BEV004,1,2600,300,2300
L00001826,T0000747,BEV001,3,2700,500,7600
